,index,pe_ratio,pb_ratio,market_cap,return_on_asset_net_profit,du_return_on_equity,ev,earnings_per_share,revenue,total_expense,date,return
1854,600705.XSHG,18.7912,2.8965,14417793428,1.5138,7.6157,48010245396,0.44,2114612614,1258757006,2012/9/28,0.102449089
1855,600739.XSHG,9.0538,2.011,20607118222,4.2414,5.4007,25523974376,0.393,5049918085,4687843704,2012/9/28,-0.084107791
1856,600741.XSHG,8.02,1.4058,24488737659,6.5505,9.511,40846600621,0.626,28291302374,25987971269,2012/9/28,-0.065404093
1857,600795.XSHG,9.9409,1.3758,36947734956,0.9124,4.4287,1.96E+11,0.078,26700534033,25570014507,2012/9/28,0.012515325
1858,600804.XSHG,53.7946,2.398,8753871600,1.6871,3.2402,11637854039,0.09,1177127666,1098619090,2012/9/28,-0.105492837
1859,600816.XSHG,27.0427,10.7302,6584591781,11.3208,19.4405,7866575281,0.248,214544595.5,78286591.16,2012/9/28,-0.088956301
1860,600820.XSHG,10.5059,1.0051,10428234436,1.564,5.0211,44656678646,0.39,7776811970,7896405082,2012/9/28,-0.016182216
1861,600827.XSHG,11.9766,1.3014,15226862448,2.9116,7.1578,38774489751,0.47,25490458026,24332873050,2012/9/28,-0.0294114
1862,600886.XSHG,65.078,1.3037,14950031230,0.0969,0.1632,1.22E+11,0.0183,11877429733,11601255958,2012/9/28,0.117616802
1863,600887.XSHG,19.4046,5.3346,34051149150,3.8806,12.276,45799313996,0.48,21180977542,20529841834,2012/9/28,0.018313976
1864,600893.XSHG,53.5905,3.171,12748006861,1.0962,2.4333,18546530541,0.09,2709417961,2596181292,2012/9/28,-0.059823837
1865,600895.XSHG,20.0265,1.7424,10422680672,0.4559,1.2064,23815862036,0.05,611698599.8,609225183.6,2012/9/28,-0.03417434
1866,600900.XSHG,13.5607,1.6005,1.07E+11,1.8038,4.2218,1.97E+11,0.1725,9277919785,6984116498,2012/9/28,-0.006205422
1867,600999.XSHG,32.4787,1.9741,48102550235,1.3027,3.8151,1.04E+11,0.2035,2567243842,1397928643,2012/9/28,-0.073639639
1868,601006.XSHG,7.832,1.4373,90687428095,6.34,9.633,1.32E+11,0.41,22255045433,15524528825,2012/9/28,-0.009839055
1869,601009.XSHG,5.897,0.9726,22445134947,0.7147,9.7562,3.35E+11,0.74,4772015000,2072363000,2012/9/28,0.002639367
1870,601012.XSHG,35.3558,1.1977,3554258400,0.7784,1.3922,6874510705,0.07,798432829.6,788476233.5,2012/9/28,-0.012095471
1871,601018.XSHG,11.4458,1.2229,31616000000,4.4576,6.0258,40763516000,0.12,3848195000,2601086000,2012/9/28,-0.008095884
1872,601099.XSHG,104.2763,4.4088,9640748508,1.4091,3.3013,13205051292,0.043,309492872.2,214461163.2,2012/9/28,-0.022280067
1873,601117.XSHG,11.9003,2.0749,33889710000,2.8591,8.5761,62520305816,0.27,23748338262,22058470718,2012/9/28,-0.033485517
1874,601118.XSHG,48.8592,2.6347,23547717884,1.3103,1.5811,28557252601,0.04,3936400615,3790563801,2012/9/28,-0.078479471
1875,601166.XSHG,4.2648,1.0045,1.30E+11,0.6623,13.9647,2.78E+12,1.59,41221000000,18602000000,2012/9/28,0.032473141
1876,601169.XSHG,5.8995,0.8956,60457096033,0.6226,10.8596,1.10E+12,0.79,13307297000,5180225000,2012/9/28,-0.001430515
1877,601216.XSHG,18.7579,1.6016,8243200000,2.6374,3.8921,11125623817,0.1544,1748061352,1481734913,2012/9/28,-0.055960627
1878,601377.XSHG,52.855,2.5409,21142000000,1.7804,4.0743,35734454514,0.16,1401031707,919897484.2,2012/9/28,0.066605925
1879,601555.XSHG,120.7313,2.3228,17100000000,0.8929,1.8303,25423208546,0.07,657548724,470565639.6,2012/9/28,-0.036253514
1880,601608.XSHG,11.5888,2.6296,10302400000,3.0258,10.8222,9585804203,0.2,3433084468,3015711631,2012/9/28,0
1881,601668.XSHG,6.4405,0.9963,92100000000,1.8345,7.8843,5.26E+11,0.24,2.53E+11,2.41E+11,2012/9/28,-0.00974957
1882,601669.XSHG,7.8548,1.0347,29952000000,1.2356,7.1675,1.80E+11,0.2098,55189032061,52736108788,2012/9/28,0.092936667
1883,601688.XSHG,31.7762,1.7921,53984000000,1.269,3.1686,1.08E+11,0.19,3394593061,1995986784,2012/9/28,-0.039424503
1884,601718.XSHG,16.9606,1.1931,11455290000,2.4387,4.0975,18598691629,0.1005,13834016020,13378931625,2012/9/28,0.006743941
1885,601788.XSHG,34.5755,2.0119,42998440000,1.7622,3.8294,72919249943,0.2427,2112610146,1143085253,2012/9/28,-0.077099424
1886,601818.XSHG,4.9387,1.0316,1.08E+11,0.676,12.8817,2.10E+12,0.32,30480000000,13227000000,2012/9/28,0.003749943
1887,601872.XSHG,232.4824,0.8887,10943955102,0.4475,0.7625,21430669774,0.0214,1562250220,1509963734,2012/9/28,0.035309405
1888,601877.XSHG,15.573,3.4862,15215700000,5.9736,10.583,18703493875,0.54,5026606680,4269721052,2012/9/28,0.028282456
1889,601888.XSHG,26.9988,4.8277,24912800000,8.0465,11.5536,27314740330,0.646,6907235849,6130396354,2012/9/28,0.075236167
1890,601901.XSHG,85.5138,1.8766,26352000000,1.2462,2.3915,42887303134,0.07,1204293464,657310545.5,2012/9/28,-0.016190611
1891,601933.XSHG,46.4692,4.4049,18091724000,1.9772,4.7027,26449511814,0.125,11711831501,11476339979,2012/9/28,0.081083062
1892,601958.XSHG,55.3132,2.8634,37815803568,2.174,2.2974,41713889647,0.09,4281715960,3916463274,2012/9/28,-0.042663219
1893,601989.XSHG,17.0892,1.7021,69671605856,1.4227,6.1917,2.13E+11,0.18,29185242230,26517403736,2012/9/28,-0.054727013
1894,000001.XSHE,5.2553,0.825,67423291475,0.7564,13.2071,1.46E+12,2,29531000000,16172000000,2012/10/31,-0.027367293
1895,000002.XSHE,8.226,1.6242,91480149014,1.9088,9.2962,3.67E+11,0.462,46128221601,38638284843,2012/10/31,0.05168233
1896,000008.XSHE,23.7715,11.0957,820496737,0.0259,0.0294,813287368,0.0012,242106635.3,209516779.2,2012/10/31,-0.118488972
1897,000060.XSHE,28.8078,2.8192,15554574235,2.6987,5.6313,23693760132,0.15,12400980768,11794439542,2012/10/31,-0.014591137
1898,000069.XSHE,13.0766,2.4377,42829126554,2.5973,9.5243,91625433815,0.222,10338213590,8253117832,2012/10/31,-0.028855668
1899,000100.XSHE,24.8769,1.4743,16782913291,1.0234,4.2966,68411683084,0.0575,48606221722,48753267618,2012/10/31,0.065626562
1900,000402.XSHE,11.1367,0.9336,17647875286,2.4095,7.4481,65165599804,0.46,8852292038,7545838179,2012/10/31,-0.01544604
1901,000413.XSHE,39.0197,13.0146,4542380000,15.9281,35.1797,5260917331,0.27,578593939.2,350779291.2,2012/10/31,-0.095294911
1902,000415.XSHE,15.1284,1.1392,8059756372,1.7807,5.1211,26412991464,0.3229,1868047131,1267227027,2012/10/31,-0.129141224
1903,000423.XSHE,27.6112,6.8554,27115732924,16.6246,20.0247,25913621100,1.1297,1860838301,1059674557,2012/10/31,-0.095513801
1904,000425.XSHE,8.6125,1.3053,21658960617,5.1436,12.3993,46457673390,0.95,24803092469,22542210825,2012/10/31,-0.041914572
1905,000503.XSHE,393.3396,5.5317,6875989861,0.2243,0.2854,6643446685,0.0039,121134496.9,121006500.5,2012/10/31,0.05751634
1906,000538.XSHE,30.8347,6.9244,45474454375,11.2971,18.527,47235305288,1.62,9659883124,8371228460,2012/10/31,-0.035268635
1907,000540.XSHE,14.427,3.6519,8440161127,1.9069,17.2201,28460419650,0.3007,2109810370,1906228749,2012/10/31,-0.118212939
1908,000559.XSHE,19.3037,1.8906,6819168097,2.5652,5.7372,12433303177,0.137,5943919534,5721439336,2012/10/31,-0.058442987
1909,000568.XSHE,14.1709,6.5993,54574418618,24.3363,38.2656,57849021748,2.1125,8009254739,3998256424,2012/10/31,-0.141941637
1910,000623.XSHE,19.4147,1.3458,12781525208,5.2619,5.8935,14101180533,0.6099,1023904323,874044000,2012/10/31,-0.094468932
1911,000625.XSHE,30.3917,1.6891,25086327261,1.8999,5.1036,47810167550,0.16,20221387320,20841073181,2012/10/31,-0.048327371
1912,000627.XSHE,-32.3033,2.8902,3952482409,-3.5853,-5.0347,4516692069,-0.051,583240203.3,633114921.8,2012/10/31,-0.109585742
1913,000630.XSHE,23.409,2.3965,25134006580,1.6203,6.6121,54656914317,0.48,52720749382,52023289311,2012/10/31,-0.06954778
1914,000651.XSHE,10.2186,2.8115,69451612987,5.5617,25.2057,1.44E+11,1.79,77164559080,71503460242,2012/10/31,0.01645736
1915,000671.XSHE,12.0593,3.0973,5896060995,1.9451,14.2439,15471983811,0.52,2977316287,2639079685,2012/10/31,0.122721968
1916,000686.XSHE,1699.5164,2.2512,16097690613,1.0435,2.7773,23526156122,0.21,867299201.8,719435740.1,2012/10/31,-0.173256737
1917,000709.XSHE,55.6023,0.5878,25166099460,0.2638,0.8589,1.26E+11,0.03,86658700984,86262695218,2012/10/31,-0.012644889
1918,000723.XSHE,-40.0184,3.1474,1415535837,-2.9147,-4.9149,1882996923,-0.16,880177335.2,913832918.7,2012/10/31,-0.175515257
1919,000725.XSHE,14.2491,1.1809,29476962303,-1.3489,-2.5136,58129614650,-0.047,17122908001,18429230830,2012/10/31,-0.055063822
1920,000728.XSHE,44.5913,1.4303,21133716000,1.6681,2.4988,29915866264,0.19,1156120176,705629957.9,2012/10/31,-0.170084939
1921,000738.XSHE,46.8395,2.9178,7552136281,2.3785,4.3772,9888012085,0.1177,1497957572,1374029683,2012/10/31,-0.089887216
1922,000750.XSHE,84.4638,6.5342,17095217997,1.6748,5.8626,24445479386,0.09,1099457674,860245903.8,2012/10/31,-0.278825005
1923,000768.XSHE,45.1283,1.8748,17714971846,0.0913,0.3889,29764435613,0.0166,8777755553,8943297216,2012/10/31,-0.05454077
1924,000776.XSHE,32.928,2.4324,76240474056,2.3314,5.6668,1.25E+11,0.31,5353234014,3053025472,2012/10/31,-0.136653266
1925,000783.XSHE,32.597,1.7925,21364816889,1.9747,4.6955,36704613168,0.23,1704469958,1022857318,2012/10/31,-0.175371465
1926,000792.XSHE,21.0351,2.5921,39746824983,5.9202,12.6038,66893160255,1.1494,5888955716,3880644543,2012/10/31,-0.083634904
1927,000826.XSHE,31.5339,6.4578,12019596944,6.761,15.7881,14507912976,0.545,1292423959,984202451.7,2012/10/31,-0.13551333
1928,000839.XSHE,57.8538,1.6571,9548696995,0.9976,1.9059,15460665817,0.0703,1358363534,1488848007,2012/10/31,-0.103451233
1929,000858.XSHE,13.9528,4.4007,1.28E+11,20.5989,29.9482,1.37E+11,2.055,21126603443,10427199377,2012/10/31,-0.197322072
1930,000876.XSHE,10.1891,1.8796,20713021751,8.0722,14.3034,32393719808,0.85,55664139017,54977120528,2012/10/31,-0.118289336
1931,000895.XSHE,24.4918,6.2108,66347440207,13.8074,21.2044,70079366434,1.9073,29058147238,26361365306,2012/10/31,-0.092701869
1932,000938.XSHE,40.8524,2.5014,2289548800,2.2614,5.4012,3629841100,0.225,4369943061,4325621096,2012/10/31,-0.163821688
1933,000959.XSHE,-17.7702,1.1183,8157946657,-3.0058,-4.1408,16582877313,-0.1039,7871590701,8645646753,2012/10/31,-0.090912402
1934,000961.XSHE,12.9075,2.1026,12916301840,1.8674,12.2535,43256133484,0.61,8189818818,7202564691,2012/10/31,0.046113029
1935,000963.XSHE,32.1752,7.8659,15014135089,7.5914,22.0182,19735423957,0.8719,11068013837,10451258955,2012/10/31,-0.083547012
1936,000983.XSHE,17.9072,2.4651,39894192000,4.9245,12.7255,68338771540,0.6084,23239421864,20325554618,2012/10/31,-0.111375539
1937,002007.XSHE,45.1277,5.2942,13408285696,8.8367,9.5801,15193027674,0.4073,673968499.2,384036436.1,2012/10/31,-0.166314209
1938,002008.XSHE,10.2605,2.6126,8470056426,8.4565,17.6822,10607708578,0.512,3198315493,2753045242,2012/10/31,-0.144267598
1939,002024.XSHE,13.2691,1.7607,49761710831,3.5491,9.2981,89846683461,0.3321,72431467000,69526229000,2012/10/31,-0.127589818
1940,002027.XSHE,-21.7749,1.9435,1179106952,0.2655,0.3822,1385873705,0.0077,866513594.9,867829240.3,2012/10/31,-0.097450045
1941,002044.XSHE,30.2107,5.019,1977885000,6.1535,9.7842,2313178461,0.169,479068814.3,428584892.5,2012/10/31,-0.317470073
1942,002065.XSHE,20.3325,4.0777,10246012920,9.8703,14.7047,13433869780,0.5094,2062326530,1728348496,2012/10/31,-0.18587226
1943,002074.XSHE,38.9556,3.2283,1459399680,5.634,10.3249,1976424834,0.18,505391263,448786304,2012/10/31,-0.121532391
1944,002081.XSHE,27.9607,7.56,28086398875,8.3102,20.7274,33750496707,0.9101,8782901950,7937354057,2012/10/31,-0.083860311
1945,002142.XSHE,6.4022,1.2057,25810193735,1.1126,16.6226,3.42E+11,1.16,7625162000,3426406000,2012/10/31,-0.025684346
1946,002146.XSHE,10.1459,2.5982,19017484952,4.0969,19.296,42037853823,0.7,8394533604,6696504109,2012/10/31,0.078737213
1947,002153.XSHE,24.1446,5.6455,6553344000,12.7953,14.8686,6755645756,0.54,482733431.8,339067236.6,2012/10/31,-0.040092146
1948,002174.XSHE,623.5657,5.5666,1293862768,0.4138,0.829,1717035227,0.023,557152383.3,557654069.5,2012/10/31,-0.146165454
1949,002230.XSHE,65.0639,8.4194,10579682210,6.3786,8.1923,11092793938,0.26,526942436.8,460544527.3,2012/10/31,-0.129375909
1950,002236.XSHE,43.8037,13.2891,24168362640,14.5382,22.74,23830303364,0.68,2192882979,1854666091,2012/10/31,-0.103465317
1951,002241.XSHE,42.0885,6.6104,31834548157,8.2268,16.77,35455061912,0.71,4531264610,3835592504,2012/10/31,-0.046622886
1952,002252.XSHE,34.1846,7.5509,6952320000,12.9757,15.483,6351205611,0.29,420323906.5,257670365.4,2012/10/31,-0.118997699
1953,002292.XSHE,53.1947,5.5439,7770112000,6.6105,7.4683,7859322218,0.25,805143183,683629777.1,2012/10/31,-0.176061517
1954,002294.XSHE,29.7811,6.8643,16500902400,16.5922,19.1803,11936828307,1,1345545389,840443584.7,2012/10/31,-0.018224484
1955,002304.XSHE,21.4865,9.536,1.27E+11,23.4359,41.5158,1.42E+11,4.47,13996989331,7699199766,2012/10/31,-0.154523453
1956,002310.XSHE,29.3692,6.8606,16312145652,8.6083,19.5583,20863209083,1.38,2481464021,1946024972,2012/10/31,-0.075937285
1957,002352.XSHE,32.5122,2.1919,1536379597,3.6023,5.1947,1882901067,0.47,608196366.2,573288559.3,2012/10/31,-0.057239975
1958,002385.XSHE,26.6059,4.3466,16593120000,8.7556,11.859,18192584783,0.54,7292145787,6788061902,2012/10/31,-0.07487487
1959,002411.XSHE,32.7675,3.039,2484540000,5.0428,6.7112,2911790407,0.23,742393121.6,689190007.2,2012/10/31,-0.163551402
1960,002415.XSHE,33.7626,8.0996,62467821102,14.2361,17.0524,56628318000,0.62,4797847375,3530729928,2012/10/31,-0.120570575
1961,002424.XSHE,31.6786,3.5714,6994848000,4.697,7.1447,9276396117,0.29,832399002.6,664802244,2012/10/31,0.020864539
1962,002426.XSHE,40.1497,2.0371,2702767500,3.6578,4.9446,3259222748,0.162,1276515090,1196425917,2012/10/31,-0.164435656
1963,002450.XSHE,44.274,4.9651,14486715600,9.4263,15.2135,14851069366,0.5333,1459303292,1112683719,2012/10/31,-0.153558344
1964,002456.XSHE,34.37,7.0758,8265600000,6.2114,18.2277,9661783807,1.02,2468326102,2241931658,2012/10/31,-0.137743319
1965,002460.XSHE,49.0266,4.0506,3175500000,5.8623,6.9882,3267959914,0.35,457843118.1,402998162.2,2012/10/31,-0.202632644
1966,002465.XSHE,34.5027,2.0493,8638519130,2.8067,3.2856,9230608824,0.42,760086190.6,665239623.1,2012/10/31,-0.126263967
1967,002466.XSHE,94.1519,4.2884,4320330000,3.2782,3.8068,4482997813,0.26,306848412.8,269745359,2012/10/31,-0.157206702
1968,002468.XSHE,-113.4222,2.6855,1935360000,1.1117,1.2929,2458328928,0.042,888852995.6,892536543.6,2012/10/31,-0.150008622
1969,002470.XSHE,19.1355,2.9502,10262000000,8.2204,15.1605,13475914714,0.71,8263896163,7704462948,2012/10/31,-0.148685815
1970,002475.XSHE,43.6691,5.529,11051594400,6.9322,9.7015,12508521138,0.51,2161773930,1877029949,2012/10/31,-0.174386921
1971,002500.XSHE,89.9076,2.9568,17926506000,1.102,2.4225,25288791287,0.06,773358931,647156401,2012/10/31,-0.263722733
1972,002508.XSHE,20.0835,2.7987,4536320000,7.7729,10.3497,5045587947,0.63,1322727096,1140226917,2012/10/31,-0.051910489
1973,002555.XSHE,100.5825,1.8793,1451220000,1.3161,1.4343,1445205346,0.082,231159706.4,219570728.2,2012/10/31,0.021246753
1974,002558.XSHE,30.742,2.3196,1379210000,4.6748,4.7894,1375033379,0.48,257136564.5,229521289.9,2012/10/31,-0.118637919
1975,002572.XSHE,24.5809,2.7635,3894800000,6.6749,7.5459,3913107531,0.49,784168915.3,656959526.3,2012/10/31,-0.02252032
1976,002601.XSHE,20.9349,2.1403,4570280000,6.3982,8.8821,5393824119,0.98,1492900082,1277061118,2012/10/31,-0.264491104
1977,002602.XSHE,17.7789,1.1868,1871625000,4.8998,5.5392,2114114595,0.3292,693511863.4,591994154.8,2012/10/31,-0.117800897
1978,002608.XSHE,29.7803,1.1631,2341710000,1.0398,2.8413,6599892089,0.39,1659123273,1612791304,2012/10/31,-0.114883947
1979,002624.XSHE,44.2244,2.9413,1438000000,4.0637,5.6769,1614754089,0.14,278380001.6,254417605.2,2012/10/31,-0.137689927
1980,002673.XSHE,133.8339,3.3412,16776000000,1.5872,4.0174,22716351640,0.15,645650421.3,427595210.9,2012/10/31,-0.21172467
1981,300003.XSHE,16.6302,2.8633,7243040000,12.7506,13.3495,7575355465,0.4004,751525453.4,377339663.6,2012/10/31,-0.119965645
1982,300015.XSHE,38.6369,4.9069,7172688000,8.257,10.4678,7554587641,0.35,1219477300,1028369278,2012/10/31,-0.100053494
1983,300017.XSHE,37.0264,3.3031,2692581434,6.3264,6.7792,2975405149,0.35,556212342.7,499189522.3,2012/10/31,-0.173518789
1984,300024.XSHE,38.763,5.8753,7664745000,7.0442,9.4284,7423250235,0.39,755152707.4,642480088.2,2012/10/31,-0.10601844
1985,300027.XSHE,38.4285,5.2135,9023616000,4.4278,7.8556,11022223590,0.22,707800581.6,643174964.7,2012/10/31,-0.132051177
1986,300033.XSHE,66.3348,1.6709,1864128000,1.3296,1.4679,2017575481,0.12,131379033.7,118495768.3,2012/10/31,-0.113191515
1987,300059.XSHE,44.425,1.7895,3091200000,2.5488,2.6989,3518001028,0.14,171231662.3,128870471.2,2012/10/31,-0.152114026
1988,300070.XSHE,56.3402,6.2037,20831164200,2.661,3.1996,20078171966,0.19,708175924.3,571883983.1,2012/10/31,-0.12324983
1989,300072.XSHE,32.4462,3.6062,4412167200,4.7161,8.5554,5427123537,0.26,611124649,489957207.6,2012/10/31,-0.142837829
1990,300122.XSHE,59.6773,5.474,12600000000,5.8476,6.3043,12026863372,0.36,496960638.2,368272734.3,2012/10/31,0.02983724
1991,300124.XSHE,24.3762,3.0194,7900416000,8.8141,9.45,7561748704,0.62,860950935.9,626520229.3,2012/10/31,-0.006894364
1992,300136.XSHE,60.3854,3.4478,2332116600,2.9106,3.1918,1920824987,0.1617,140134724.6,116215723.7,2012/10/31,-0.20522991
1993,300144.XSHE,27.6986,2.4254,6907824000,7.0132,7.8374,7587162582,0.39,448844863.1,199284722.3,2012/10/31,-0.116370692
1994,300251.XSHE,26.0227,3.0296,5499947200,7.192,7.564,5634367761,0.57,535620192.1,381910689,2012/10/31,-0.11922153
1995,300315.XSHE,56.3215,4.6003,4027672600,9.0738,9.3449,4076991265,0.36,159261813.7,102485314.2,2012/10/31,-0.03821499
1996,600000.XSHG,4.1814,0.8265,1.40E+11,0.9007,16.4012,3.09E+12,1.401,60830000000,26779000000,2012/10/31,-0.006663213
1997,600008.XSHG,17.9874,1.6865,9020000000,1.6389,4.5077,21394288952,0.11,2043917565,1757990456,2012/10/31,-0.043872198
1998,600009.XSHG,14.2897,1.4333,22044404645,6.743,7.6507,25759295349,0.61,3519846595,2376779174,2012/10/31,-0.016602822
1999,600010.XSHG,-614.4831,2.9656,37899497588,0.1476,0.6254,79604738281,0.04,29511946122,29103666694,2012/10/31,-0.183065596
2000,600015.XSHG,4.8267,0.8046,57263707487,0.6824,13.5943,1.42E+12,1.03,29372000000,17151000000,2012/10/31,0.008367975
2001,600018.XSHG,12.2829,1.2221,56205293736,5.1643,7.7199,83550003861,0.1549,21438429925,16644017462,2012/10/31,-0.004087385
2002,600019.XSHG,6.8527,0.7159,81080782647,4.7489,9.8209,1.83E+11,0.62,1.46E+11,1.43E+11,2012/10/31,0.008645884
2003,600021.XSHG,12.5637,1.5129,9864197975,2.0662,8.3015,31228143091,0.2407,10808110322,10555468316,2012/10/31,-0.114962065
2004,600031.XSHG,9.952,2.9605,68191481110,10.5242,27.5171,1.13E+11,0.77,40699468000,34153065000,2012/10/31,-0.092419905
2005,600038.XSHG,43.7694,3.34,5161455000,1.9514,4.8312,8060146618,0.2184,1397379310,1301037042,2012/10/31,0.005228933
2006,600048.XSHG,11.5183,2.0957,79303117684,2.1414,10.453,2.76E+11,0.54,31307091184,25213701302,2012/10/31,0.032395114
2007,600050.XSHG,41.0112,1.0486,75247917202,1.1672,2.5668,3.27E+11,0.0865,1.91E+11,1.84E+11,2012/10/31,-0.107047279
2008,600061.XSHG,-198.2121,3.3352,1935164059,-0.3044,-0.8126,3109403180,-0.011,2329423401,2336587428,2012/10/31,-0.157445848
2009,600066.XSHG,10.8893,2.2017,15036710099,9.2639,19.149,21162682415,0.82,13309007254,12285957081,2012/10/31,-0.024381554
2010,600068.XSHG,11.6537,1.4502,17681417013,2.0549,10.7641,75841050998,0.36,40106963914,38478686421,2012/10/31,-0.065098335
2011,600074.XSHG,-20.0499,9.9378,2201931864,-7.0223,-49.8713,4394693984,-0.227,1336637803,1539815287,2012/10/31,0.213216146
2012,600085.XSHG,44.8847,6.406,23814781562,8.8282,12.1691,25138884392,0.336,5836589030,5015152653,2012/10/31,-0.063426021
2013,600089.XSHG,16.0202,1.1924,16024203827,2.1601,6.0214,40922554421,0.3003,14773328062,14160384369,2012/10/31,-0.046036759
2014,600100.XSHG,20.5343,1.7998,15384806576,1.2863,3.1995,40020864184,0.1375,15117062206,15356732858,2012/10/31,-0.133072113
2015,600104.XSHG,6.8636,1.2473,1.43E+11,8.3801,14.8726,3.13E+11,1.463,3.53E+11,3.35E+11,2012/10/31,0.085655357
2016,600109.XSHG,63.2862,4.27,14393484164,2.5443,6.9783,21049166172,0.231,1136310255,825352480.9,2012/10/31,-0.118139205
2017,600111.XSHG,33.827,9.9883,68955592680,12.9053,26.9516,89794507859,0.698,8262201481,5574731836,2012/10/31,0.086052163
2018,600118.XSHG,36.3616,4.049,9321809532,3.6711,8.0406,12819133103,0.16,2701812207,2482641869,2012/10/31,-0.020646986
2019,600153.XSHG,6.2028,1.2989,11636303853,2.3935,13.1062,62221610343,0.5,62480456129,60598634821,2012/10/31,-0.034624841
2020,600157.XSHG,21.9689,1.8103,14759122076,2.7098,10.069,34719001883,0.3131,4990919111,3917008999,2012/10/31,-0.059867479
2021,600170.XSHG,10.9429,1.4972,16906004940,1.5465,9.8735,81921707570,0.39,65296085227,64375929261,2012/10/31,-0.057458714
2022,600177.XSHG,9.9158,1.2814,15964805853,2.3291,8.847,51311930659,0.49,7716719069,6674043131,2012/10/31,-0.078093053
2023,600196.XSHG,19.1456,2.2352,22807906866,5.8897,10.9455,29107237753,0.57,5387845936,5169344744,2012/10/31,-0.093327136
2024,600208.XSHG,16.5448,1.9521,20529053607,1.0721,4.0658,52851949325,0.066,3457727298,3503423073,2012/10/31,-0.030499404
2025,600219.XSHG,14.6519,0.7845,12475296493,3.2301,3.8885,16702018647,0.32,11177791425,10429461049,2012/10/31,-0.041861839
2026,600221.XSHG,12.3073,1.0747,25278027214,1.9864,8.9499,88119079261,0.38,22121980000,20645540000,2012/10/31,-0.089188371
2027,600233.XSHG,14.0738,1.5142,1463550000,5.7322,5.4736,1452887508,0.3153,635553054.2,532889863.6,2012/10/31,-0.191660588
2028,600271.XSHG,13.7814,2.6471,13620150000,12.7745,15.0188,16816977056,0.81,10556687009,9444570545,2012/10/31,-0.179652065
2029,600276.XSHG,36.8199,7.5235,37158769866,16.3816,17.5546,37815390705,0.5913,4039598529,3023547728,2012/10/31,-0.072881408
2030,600297.XSHG,44.3345,2.3268,2058000000,3.1404,5.445,2334019140,0.1315,635561469.1,619699276.7,2012/10/31,-0.142866922
2031,600309.XSHG,15.0731,3.8913,29602362317,11.0601,22.1656,41220969587,0.76,11420363881,8983701009,2012/10/31,-0.051129926
2032,600340.XSHG,10.8271,4.546,18335112850,4.6005,43.7477,47876603098,1.13,6902491253,4919619913,2012/10/31,0.051943824
2033,600352.XSHG,15.1907,1.1939,8663653987,2.7281,6.4052,15647138156,0.3054,5917035986,5514363236,2012/10/31,-0.072889742
2034,600369.XSHG,81.1455,2.0885,21367501970,1.1913,2.0094,27937002382,0.09,811821464.7,568238677.9,2012/10/31,-0.214126951
2035,600372.XSHG,47.5267,5.569,20771654691,3.9907,8.1035,27185408301,0.2002,3449608997,3074549251,2012/10/31,-0.219546039
2036,600373.XSHG,17.3433,2.2375,8559727322,5.3939,11.4597,13751085524,0.77,8032887308,7614878992,2012/10/31,-0.200125525
2037,600376.XSHG,7.8981,1.2704,15320418750,0.5821,3.2699,72555115538,0.26,4396384944,4066275951,2012/10/31,-0.011712689
2038,600383.XSHG,6.7235,1.0992,23251844574,1.3077,4.4061,97738388596,0.21,11736660691,10299234530,2012/10/31,0.017318894
2039,600390.XSHG,-16.2576,3.164,1725339000,0.2446,0.7873,2618779906,0.0267,629201531.4,647145446.6,2012/10/31,-0.138218924
2040,600406.XSHG,30.2463,8.4586,27950049211,7.339,15.3346,31606353292,0.22,3432998733,2966383065,2012/10/31,-0.193909813
2041,600415.XSHG,26.0525,2.1499,17472717505,3.346,7.3858,26727969284,0.22,2674360387,1936748619,2012/10/31,-0.057619835
2042,600436.XSHG,40.3846,10.0208,13816600000,15.2716,22.1829,14913250693,1.81,898302248.4,591310604.6,2012/10/31,-0.050358491
2043,600482.XSHG,43.608,2.7937,3466720000,1.7677,4.9148,5690712692,0.13,3462915948,3388120418,2012/10/31,-0.155577007
2044,600485.XSHG,1956.3866,2.1529,1015835380,-2.788,-3.8672,1212857364,-0.134,170494187.2,197766840.6,2012/10/31,-0.136435654
2045,600489.XSHG,29.3962,4.9094,46503014993,7.7436,12.9372,61718219216,0.4,27036948363,24905527370,2012/10/31,-0.053796941
2046,600498.XSHG,20.8125,2.0811,10722891143,3.6988,8.4537,17878930397,0.84,5915167031,5705674392,2012/10/31,-0.224024396
2047,600518.XSHG,27.2555,3.6821,37356159066,6.2458,10.3795,41596259369,0.458,7896450253,6743193819,2012/10/31,-0.130083531
2048,600519.XSHG,20.3568,8.2146,2.57E+11,29.6681,37.0487,2.60E+11,10.04,19931438601,5247248428,2012/10/31,-0.126667879
2049,600522.XSHG,16.382,1.3114,5699439164,4.3556,6.6941,8734000817,0.413,4183709260,3826889094,2012/10/31,-0.156991291
2050,600535.XSHG,38.2631,7.0536,27282538705,9.2109,16.7421,29498441042,0.67,6494731295,5687453213,2012/10/31,-0.056025094
2051,600547.XSHG,25.8301,7.2569,52852909233,13.7381,28.3421,64563375713,1.29,39199470330,36705605520,2012/10/31,-0.007538713
2052,600549.XSHG,42.4365,6.2051,23385094200,5.4235,12.0945,34040184961,0.6231,6555967155,5781556916,2012/10/31,-0.147271874
