,index,pe_ratio,pb_ratio,market_cap,return_on_asset_net_profit,du_return_on_equity,ev,earnings_per_share,revenue,total_expense,date,return
0,000001.XSHE,5.9572,1.1818,85252550922,0.8008,14.9403,1.21E+12,2.01,20701401000,10882540000,2012/1/31,0.027657228
1,000002.XSHE,7.0289,1.588,84113358168,1.6463,7.8656,3.00E+11,0.326,29308369223,23783476901,2012/1/31,0.082351824
2,000008.XSHE,-262.7461,7.0003,517045520,-0.5678,-0.5943,770517752.6,-0.006,11679829.03,12030080.04,2012/1/31,0.099789003
3,000060.XSHE,16.476,3.7146,19680455995,5.6036,14.617,28009159185,0.35,9189386878,7935542726,2012/1/31,0.121594828
4,000069.XSHE,12.5878,2.5616,41727214853,2.8729,10.9097,81247380359,0.271,8951453490,7091397989,2012/1/31,-0.002680815
5,000100.XSHE,10.796,1.522,17206724233,2.245,7.7394,66034033386,0.0974,43883757748,43092263405,2012/1/31,0.137955881
6,000402.XSHE,8.1032,1.0078,18253291248,3.2233,10.3965,56511787330,0.6,7303544153,5440677927,2012/1/31,0.08457869
7,000413.XSHE,192.5234,18.3692,4270450000,-0.6423,-1.0375,4363236329,-0.0059,62630800.67,64784767.7,2012/1/31,0.119268333
8,000415.XSHE,18.0444,1.2301,8699264600,1.8112,3.7845,21846364583,0.3197,1466188262,1036862317,2012/1/31,0.188558876
9,000423.XSHE,23.3689,7.7135,26409389664,16.1098,20.7633,27897612682,0.9372,1862915702,1157644109,2012/1/31,0.087668398
10,000425.XSHE,8.6344,2.1796,33004130464,9.9592,21.1151,53846101659,1.37,25233044685,21955101571,2012/1/31,0.002494309
11,000503.XSHE,226.9945,4.3887,5410909668,0.1796,0.3275,6249917784,0.0045,99694183.97,135382267.3,2012/1/31,0.167774086
12,000538.XSHE,22.6896,6.1087,33935745494,10.2038,17.8649,43071657563,1.24,7741652400,6769161249,2012/1/31,0.065467984
13,000540.XSHE,17.6816,4.0655,8759864200,2.3934,17.664,22467665936,0.2538,2004355082,1749636830,2012/1/31,0.1970435
14,000559.XSHE,18.3311,2.3941,9256861365,4.7469,9.2005,14628454817,0.217,6200943486,5822509580,2012/1/31,0.139423077
15,000568.XSHE,14.3531,7.2173,51740226954,24.1712,34.1465,56573570954,1.44,5628271589,2856713520,2012/1/31,0.096471345
16,000623.XSHE,5.6704,1.7148,15460024303,20.7774,23.1428,18804075329,2.7168,809481664.1,690911564.4,2012/1/31,0.112147169
17,000625.XSHE,-203.3888,1.3678,20159792217,2.7517,7.0257,37217163393,0.19,19606549989,20002232604,2012/1/31,0.136707483
18,000627.XSHE,-16.8256,2.8326,3898338814,-2.728,-3.1988,5262950196,-0.036,797135024.4,832484948.2,2012/1/31,0.15624782
19,000630.XSHE,14.5249,2.849,28446350207,3.2688,12.367,49261848234,0.74,52032837532,50898693657,2012/1/31,0.092445431
20,000651.XSHE,8.8321,3.1092,54743150990,4.9914,25.6552,1.25E+11,1.3388,64074612709,61158359768,2012/1/31,0.094499897
21,000671.XSHE,54.5916,1.7354,3484036043,0.8814,5.9695,11761758216,0.19,1828169582,1706703768,2012/1/31,0.173889862
22,000686.XSHE,-10.5648,2.865,8771366787,-0.1107,-0.5469,20765182199,-0.03,677592524.5,717833927.9,2012/1/31,0.121705326
23,000709.XSHE,30.7015,0.7431,31749624178,0.8678,2.8371,99804099746,0.15,1.08E+11,1.06E+11,2012/1/31,0.080236279
24,000723.XSHE,83.1601,5.1914,2447173888,3.7628,6.7973,2643902662,0.23,1211363702,1164178658,2012/1/31,0.042778609
25,000725.XSHE,7.8303,0.9565,24473991637,-3.8791,-8.9859,59972852072,-0.16,8514636554,10928202542,2012/1/31,0.077315828
26,000728.XSHE,89.0694,1.2107,17853669000,1.9189,3.093,27584467397,0.2311,1315052596,759062567.2,2012/1/31,0.077006009
27,000738.XSHE,48.6018,3.7755,9352957791,3.2868,5.6005,12090522079,0.1412,1350949552,1208450824,2012/1/31,0.154237512
28,000750.XSHE,-25.6794,3.0579,7848747888,1.0709,1.2462,20293252211,0.05,846043430.3,770218550.3,2012/1/31,0.198201425
29,000768.XSHE,-147.1629,2.0306,19102438172,0.1931,0.3771,32166350683,0.0142,5081888777,5059579936,2012/1/31,0.146559048
30,000776.XSHE,728.4289,2.348,73103249580,1.7866,6.13,1.36E+11,0.61,4325459006,2377388304,2012/1/31,0.074897059
31,000783.XSHE,-45.0677,1.6385,18614185636,1.0097,3.1584,38751827913,0.14,1337998541,967274968.4,2012/1/31,0.129926712
32,000792.XSHE,19.2172,3.7855,51771074558,10.514,19.4208,80915739549,1.8385,5539622881,2862752126,2012/1/31,0.151459993
33,000826.XSHE,23.0132,5.7688,9086509777,5.8911,13.971,12253603100,0.462,1024996030,798413138.5,2012/1/31,0.087711291
34,000839.XSHE,333.106,1.8536,10756003511,0.89,1.5777,18870505928,0.0583,1180163423,1267800327,2012/1/31,0.128297223
35,000858.XSHE,15.3332,5.2524,1.21E+11,16.1359,24.1627,1.47E+11,1.269,15648774490,9035308334,2012/1/31,0.101593357
36,000876.XSHE,7.676,3.0819,29540383370,7.4287,14.0505,20968360550,1.03,50764868718,49120061670,2012/1/31,0.06176845
37,000895.XSHE,-1338.4485,10.6955,39377548602,4.5209,7.8543,42437138787,0.4592,24239106613,23337169831,2012/1/31,0.062017806
38,000938.XSHE,42.6661,2.8149,2254515200,1.6298,4.2112,3529790114,0.162,3644404044,3629839989,2012/1/31,0.101464047
39,000959.XSHE,-26.1079,1.1222,8513929784,0.0867,2.0863,21615136272,0.0549,9502575535,9992265480,2012/1/31,0.087111297
40,000961.XSHE,8.7321,1.8054,9809849498,2.4954,13.1395,31471593063,0.55,7903065272,7025337345,2012/1/31,0.196426363
41,000963.XSHE,22.4888,6.5556,10022445192,7.7243,22.5682,14715366600,0.6757,8194944377,7738330113,2012/1/31,0.08012233
42,000983.XSHE,16.8509,3.6087,50324664000,8.237,18.4178,85342188908,0.7948,22884339586,19205385113,2012/1/31,0.077647014
43,002007.XSHE,103.2077,5.628,13321854976,11.9395,13.7822,12957134001,0.535,738447615.7,363505122.7,2012/1/31,0.06531211
44,002008.XSHE,9.4767,2.6381,7404771894,5.7164,11.6348,11923045459,0.2756,2673513831,2362243445,2012/1/31,0.16502264
45,002024.XSHE,10.8124,2.726,60867043234,7.0214,17.3106,1.06E+11,0.4892,67625499000,63105122000,2012/1/31,0.034480285
46,002027.XSHE,-10.2187,2.016,1218410517,0.1718,0.257,1805997931,0.0056,947381266.9,941843709.9,2012/1/31,0.091781514
47,002044.XSHE,20.4515,5.1103,1935277500,6.5053,9.2073,2585540322,0.139,579326555.6,536804411.9,2012/1/31,0.110099513
48,002065.XSHE,18.7782,4.3444,9850608640,9.893,14.5688,11373623439,0.5093,1606056451,1335501979,2012/1/31,0.110990907
49,002074.XSHE,34.6532,3.6556,1578482640,5.7557,10.5459,2441487011,0.18,493069178.8,440614415.3,2012/1/31,0.117177148
50,002081.XSHE,17.0643,5.9058,18377040393,9.7896,31.9623,21684655943,0.9086,6432177806,5839048120,2012/1/31,0.139324831
51,002142.XSHE,6.6771,1.4932,27944220926,1.0298,15.1654,2.41E+11,0.89,5706374000,2764872000,2012/1/31,0.034056197
52,002146.XSHE,7.3613,2.4509,15039897600,3.9236,18.5606,33968718458,0.51,6101082479,4839724494,2012/1/31,0.199507596
53,002153.XSHE,23.5333,6.7642,7397241600,15.0778,17.1945,8854453139,0.52,459764525.3,302985073.8,2012/1/31,0.11158221
54,002174.XSHE,-135.1836,3.952,902386340,0.1001,0.77,1344172473,0.021,226840813.3,228325157.3,2012/1/31,0.164526062
55,002230.XSHE,45.8019,6.3889,7516943625,6.4937,7.8906,7670455234,0.28,342597397,285178588.4,2012/1/31,0.316561268
56,002236.XSHE,23.7544,7.819,11774402076,11.0706,16.345,12402992370,0.73,1460699765,1234300794,2012/1/31,0.102406716
57,002241.XSHE,21.875,8.175,17053408060,8.8802,19.7717,20333004124,0.47,2753719951,2332580270,2012/1/31,0.14675613
58,002252.XSHE,29.9917,7.0569,6454560000,15.0026,16.5791,6584240682,0.51,381696427.9,218311705.2,2012/1/31,0.063629222
59,002292.XSHE,75.7295,7.325,10104832000,5.7157,6.7608,7207363453,0.22,727006274.2,623049692.8,2012/1/31,0.0936344
60,002294.XSHE,19.4133,4.1442,8836656000,12.5764,14.766,11936854986,0.79,1077149061,746256481.7,2012/1/31,0.132350039
61,002304.XSHE,19.6996,11.6265,1.15E+11,22.9515,37.134,1.27E+11,3.24,9697320356,5655841725,2012/1/31,0.168505019
62,002310.XSHE,17.5595,6.0159,11263785183,13.5919,22.8921,14699468220,2.29,1965187858,1566421577,2012/1/31,0.230632415
63,002352.XSHE,26.5542,2.1836,1569068525,3.2224,4.3585,2073680969,0.4,470163824.5,438363251.6,2012/1/31,0.089776451
64,002385.XSHE,16.6065,3.3233,11563080000,7.7024,9.8108,14559606885,0.78,5279408885,4905932348,2012/1/31,0.171575823
65,002411.XSHE,27.4205,3.0469,2356830000,5.2652,5.4527,3020826515,0.17,770044002.1,712509134.7,2012/1/31,0.214767531
66,002415.XSHE,19.359,5.4305,36980000000,12.7014,14.6805,40368127810,0.87,3453156822,2470651270,2012/1/31,0.113566249
67,002424.XSHE,25.5245,3.4475,6599712000,4.5786,6.8463,8407405958,0.27,701417429.7,554485320,2012/1/31,0.126882547
68,002426.XSHE,1512.7409,2.2273,2886956100,3.7132,5.2927,4088639982,0.1697,1115660255,1062257041,2012/1/31,0.141536684
69,002450.XSHE,35.4532,6.6061,6787200000,7.5141,11.0486,7508019924,0.3207,1098832203,969665965.3,2012/1/31,0.161932905
70,002456.XSHE,-263.2222,2.8871,2808960000,-1.4387,-2.6004,4688450853,-0.13,648674946.4,677435315.1,2012/1/31,0.52423549
71,002460.XSHE,49.731,4.5287,3279000000,5.1303,5.8898,4023862474,0.28,327739393.9,282919396.3,2012/1/31,0.08829619
72,002465.XSHE,31.4086,1.655,7075738533,2.5843,2.9048,8694467710,0.3679,658569640.3,549797985.7,2012/1/31,0.152254562
73,002466.XSHE,97.1092,4.1013,4036620000,2.9892,3.3418,5192804839,0.22,298312158.1,267370981.9,2012/1/31,0.126367786
74,002468.XSHE,-29.5372,2.2865,1735680000,3.0888,4.7192,2985511165,0.194,813493135.8,777625233.6,2012/1/31,0.19469358
75,002470.XSHE,17.198,3.1169,9618000000,8.6549,13.7957,13161820051,0.57,6334742942,5843040740,2012/1/31,0.069850582
76,002475.XSHE,20.348,4.4072,8110377000,10.4286,11.1446,10445640552,0.73,1805745307,1506388762,2012/1/31,0.112193538
77,002500.XSHE,-299.473,2.6293,15694692000,0.8005,2.2936,28146131862,0.06,764146400,593553103,2012/1/31,0.091732056
78,002508.XSHE,17.1347,2.7193,4106240000,7.014,8.7418,4245859793,0.48,1066937024,928033582.3,2012/1/31,0.028679759
79,002555.XSHE,44.4557,1.8685,1429780000,6.0338,7.8995,1915721333,0.2783,253102516.8,224929800.2,2012/1/31,0.090889864
80,002558.XSHE,27.0092,2.2569,1331610000,6.2979,7.4814,1511286005,0.48,232718969,204381787.7,2012/1/31,0.104562911
81,002572.XSHE,18.3723,2.3778,3242100000,9.0828,10.6158,4293748635,0.8,629835600.6,531961977.7,2012/1/31,0.192096317
82,002601.XSHE,15.5863,4.3066,8685600000,16.0068,27.3354,8390870390,4.32,1510362207,1126040681,2012/1/31,0.049572436
83,002602.XSHE,19.6278,1.5786,2436000000,9.5175,12.6759,3363782564,0.88,745992572.1,605838766.9,2012/1/31,0.109207323
84,002608.XSHE,21.584,1.617,3198720000,3.6252,10.8872,6726447058,1.43,1953159643,1756742375,2012/1/31,0.08272847
85,002624.XSHE,25.5598,3.0336,1475000000,12.3847,23.1718,197559732.2,0.66,332677250.5,285246943.5,2012/1/31,0.073224893
86,300003.XSHE,20.9579,4.796,11229960000,15.6951,16.8851,13490161497,0.4467,678769523.6,268496848.2,2012/1/31,0.056389723
87,300015.XSHE,40.59,6.6348,9073728000,8.1282,10.3255,9332816275,0.31,966750963.5,777018084.7,2012/1/31,0.029664696
88,300017.XSHE,25.9591,2.3706,1847487146,4.5921,4.8207,1922528782,0.23,382167189.9,346917794.5,2012/1/31,0.17117321
89,300024.XSHE,26.6647,4.7491,5637680400,5.7208,7.3934,6614052716,0.27,546261214.2,459245055.1,2012/1/31,0.008442294
90,300027.XSHE,32.433,4.9322,8322048000,5.1512,6.5198,9548149075,0.17,481297344,379519891.3,2012/1/31,0.091583341
91,300033.XSHE,62.4488,1.7983,2010624000,4.0142,4.5664,2717977058,0.37,167909628.4,118080013.6,2012/1/31,0.217919256
92,300059.XSHE,25.5474,2.1984,3738000000,4.8088,5.0589,4223969468,0.4,198275042.4,115710250.2,2012/1/31,0.291600318
93,300070.XSHE,21.4611,3.3669,10989132000,2.5622,2.724,12240238305,0.25,368083629.7,275351643.5,2012/1/31,0.165400561
94,300072.XSHE,22.5444,2.6189,2990079800,3.6867,5.5583,3763745417,0.31,409472534.7,340213144.3,2012/1/31,0.134045434
95,300122.XSHE,61.6859,3.7147,8388000000,5.6875,5.9543,11197163181,0.32,456652112.1,309831451.8,2012/1/31,0.144503337
96,300124.XSHE,22.6099,4.1521,10396080000,10.2343,10.9358,15352248690,1.19,789887920.8,498177781.4,2012/1/31,0.097033767
97,300136.XSHE,19.499,2.9683,2002766800,8.8253,9.145,2949590989,0.4149,121334857.4,56642914.4,2012/1/31,0.120491273
98,300144.XSHE,26.941,2.8002,7573104000,6.309,7.3163,7692714480,0.52,387976059.3,152151856.8,2012/1/31,0.112750724
99,300251.XSHE,22.2623,2.9725,5315600000,8.8568,10.3649,6925068440,1.14,413759118.4,290804273.7,2012/1/31,0.167002324
100,600000.XSHG,4.859,1.1557,1.72E+11,0.8475,15.1658,2.52E+12,1.067,49307426000,23080440000,2012/1/31,0.034713243
101,600008.XSHG,20.3951,2.1303,11484000000,1.974,5.1517,21623828218,0.1198,1855861893,1577820959,2012/1/31,0.05744971
102,600009.XSHG,14.2654,1.5681,24086980600,6.7723,7.8001,25731183765,0.59,3384957901,2369447957,2012/1/31,0.049597917
103,600010.XSHG,45.0759,2.4265,31283144619,1.433,4.9606,69625822816,0.1,33102712983,32254908227,2012/1/31,0.080132682
104,600015.XSHG,6.5503,1.2765,81580233992,0.6168,13.5616,1.08E+12,1.09,24577242161,15882745794,2012/1/31,-0.028533716
105,600018.XSHG,15.9744,1.4207,64397158410,6.2652,9.2333,95519826084,0.1672,16140750027,10697692371,2012/1/31,0.063601664
106,600019.XSHG,48.0499,0.837,89136324768,2.96,6.0051,2.10E+11,0.36,1.67E+11,1.60E+11,2012/1/31,0.035368363
107,600021.XSHG,14.2623,1.7775,10463324967,1.1597,3.394,31728430808,0.0906,13327770691,13273973338,2012/1/31,0.01635848
108,600030.XSHG,8.5084,1.5964,1.18E+11,2.4444,4.8999,1.62E+11,0.34,9449919983,4933372613,2012/1/31,0.103834277
109,600031.XSHG,9.2367,5.4879,1.08E+11,19.1926,51.047,1.43E+11,1.01,41303142489,31889071190,2012/1/31,0.026042268
110,600038.XSHG,57.3664,3.8096,5734950000,2.0366,4.5376,9951536919,0.1944,1340760389,1263564009,2012/1/31,0.031174084
111,600048.XSHG,7.6711,1.7715,62457450920,2.052,11.1958,2.19E+11,0.58,21814023616,16895904145,2012/1/31,0.057139406
112,600050.XSHG,65.0568,1.4564,1.03E+11,0.9452,1.9779,3.29E+11,0.0663,1.61E+11,1.56E+11,2012/1/31,0.002051506
113,600061.XSHG,200.6983,4.2544,2488681052,1.8281,3.7621,4620362297,0.051,2352659615,2326250357,2012/1/31,0.175871991
114,600066.XSHG,8.5946,3.8526,12841325558,9.7833,27.2874,14837663589,1.41,11232502616,10379107318,2012/1/31,0.115896023
115,600068.XSHG,16.0828,2.4909,27725298867,2.5103,12.1459,77693163625,0.369,35074608673,33424373669,2012/1/31,0.062885415
116,600074.XSHG,7.7722,5.7681,2188707048,-1.0165,-7.5689,5932804514,-0.042,1483101016,1501724300,2012/1/31,0.099680694
117,600085.XSHG,33.4211,5.1493,17903403306,7.7728,10.371,19371947312,0.265,4780178713,4148756853,2012/1/31,0.084362628
118,600089.XSHG,25.2302,1.6633,21374390302,3.798,8.3659,43772144524,0.3872,12717958691,11723206190,2012/1/31,0.077694422
119,600100.XSHG,21.2945,2.3333,19916765102,1.392,2.8793,30394394480,0.1165,13816198314,13649396368,2012/1/31,0.076840139
120,600104.XSHG,6.9167,1.6254,1.66E+11,8.294,16.2283,2.88E+11,1.438,3.26E+11,3.04E+11,2012/1/31,0.045064806
121,600109.XSHG,409.5809,3.1558,10232476929,2.3623,7.5052,17162970494,0.235,933904853.4,636255608.1,2012/1/31,0.085049005
122,600111.XSHG,9.0854,10.009,56385184320,44.4699,81.174,71565608899,2.584,10090210627,3030566770,2012/1/31,0.187071693
123,600118.XSHG,48.4743,6.1424,12388184969,3.7693,8.0043,16766444702,0.21,2199386775,2023977759,2012/1/31,0.075699904
124,600153.XSHG,5.7046,1.9417,15664255187,3.7507,22.287,58644592310,0.67,57151916342,55376769627,2012/1/31,0.064286327
125,600157.XSHG,17.4764,3.1546,8957528567,2.664,11.9343,15812892893,0.3769,1001544734,782708578.4,2012/1/31,0.148939185
126,600170.XSHG,6.573,1.0293,10719470984,1.6636,9.2416,60584579247,0.77,59021986646,58079160282,2012/1/31,0.078727089
127,600177.XSHG,25.3912,1.7941,21664931792,2.9443,9.3741,53994958176,0.556,8031467770,7486149536,2012/1/31,0.023633082
128,600196.XSHG,11.1987,1.6819,16434906101,6.5683,11.672,25968946961,0.56,4632511537,4680608399,2012/1/31,0.070678717
129,600208.XSHG,16.7341,2.1465,20992219157,1.8395,6.6286,48018656800,0.094,4020357021,3962653793,2012/1/31,0.162724485
130,600219.XSHG,10.9548,0.893,13829204639,4.9412,5.2158,18569173676,0.4,9846832544,8790863767,2012/1/31,0.100718036
131,600221.XSHG,8.5125,1.3223,19142277753,3.1037,17.1759,83888671117,0.55,19364906000,16937682000,2012/1/31,0.099158654
132,600233.XSHG,15.8458,1.63,1522950000,7.186,7.5242,2323375048,0.3937,625222346.8,518707464.7,2012/1/31,0.1809391
133,600271.XSHG,16.6451,3.707,17747748000,14.3266,17.0158,26656174508,0.81,8277492415,7143232102,2012/1/31,0.177942518
134,600276.XSHG,28.4028,6.9192,29227893396,16.553,18.1488,33142205392,0.5975,3319215604,2485369712,2012/1/31,0.029996888
135,600297.XSHG,-676.2344,2.4877,2005500000,0.2762,0.6269,3853962529,0.0144,677118452.7,681222793.6,2012/1/31,0.12567615
136,600309.XSHG,13.5742,4.0673,29559115622,13.969,23.4568,41428325676,0.71,10509011428,8192119491,2012/1/31,0.085589416
137,600340.XSHG,4.7829,3.9458,10994600298,5.2507,58.4206,31696989439,1.97,5297572500,3842487062,2012/1/31,0.178593766
138,600352.XSHG,11.0766,1.3411,9045442129,4.7907,10.7142,20180688903,0.4692,6188537910,5677642753,2012/1/31,0.10064363
139,600369.XSHG,-72.6801,2.0551,20345577963,0.9572,1.8066,32601570765,0.09,698581043.1,608138808.8,2012/1/31,0.034228567
140,600372.XSHG,45.157,5.8036,20213794785,4.1892,8.3964,27740212649,0.32,2607228424,2296031480,2012/1/31,0.161792372
141,600373.XSHG,15.2472,2.4556,9353870347,7.585,11.7593,10101354599,0.75,3451114564,3149584541,2012/1/31,0.161912059
142,600376.XSHG,5.9691,1.1951,14378773500,0.6819,3.1457,54071516981,0.25,2101925737,2318963572,2012/1/31,0.209972411
143,600383.XSHG,7.0812,1.1457,23654280346,0.6583,2.6831,89624682030,0.11,6496176516,5725712938,2012/1/31,0.096396139
144,600390.XSHG,-9.2689,3.4707,1870984500,1.9158,3.6742,3312948417,0.1464,944031576.6,912432398.5,2012/1/31,0.158254919
145,600406.XSHG,25.5694,10.388,30449903293,7.7937,16.1004,39874588394,0.39,2833630198,2413068470,2012/1/31,0.171089008
146,600415.XSHG,44.1617,2.7318,21337399570,3.4476,7.573,33213054639,0.21,2408867160,1700693412,2012/1/31,0.100750356
147,600436.XSHG,29.2461,8.0172,9230200000,12.8685,17.7691,8845660090,1.38,748436762.2,522811518.2,2012/1/31,0.061736022
148,600482.XSHG,43.014,3.2779,3872400000,1.6273,4.3393,7375992274,0.11,3213977347,3159099518,2012/1/31,0.119049648
149,600485.XSHG,324.9306,2.4357,1194611320,0.3192,0.5041,2035899210,0.017,182013848.4,181750305.8,2012/1/31,0.1345792
150,600489.XSHG,18.1904,5.153,44207296523,11.0412,20.1031,51793168958,0.72,22077562413,19588278493,2012/1/31,0.060800925
151,600498.XSHG,23.0502,3.0474,11841338066,3.8755,8.6064,17267180797,0.71,4643443858,4446362973,2012/1/31,0.049680126
152,600518.XSHG,20.2795,2.8393,26252650927,5.6848,9.2811,36535451789,0.299,4272739873,3470976301,2012/1/31,0.064498317
153,600519.XSHG,15.513,7.7438,1.94E+11,23.7021,31.8919,2.06E+11,6.33,13642075480,4362971847,2012/1/31,0.096830147
154,600522.XSHG,24.7858,1.5276,6637995346,5.3726,9.4193,9147836873,0.878,3368058278,3055516735,2012/1/31,0.123241372
155,600535.XSHG,24.7122,5.2889,19061111180,9.5492,15.3388,22547542206,1.01,4761055734,4237410287,2012/1/31,0.053915631
156,600547.XSHG,19.2254,8.7533,49636765591,16.7003,36.2244,59607111768,1.1889,31433375580,29092486678,2012/1/31,0.079417148
157,600549.XSHG,14.2218,6.9929,24060254400,10.9039,30.7985,32943795579,1.3281,9767492351,7846581311,2012/1/31,0.064909214
158,600570.XSHG,22.3356,5.3209,6480766656,7.083,10.4672,8857976701,0.171,557557093.5,487914676.6,2012/1/31,0.186726837
159,600583.XSHG,80.0064,2.352,22208702400,-0.5153,-1.012,30955642245,-0.02,4315266027,4411281909,2012/1/31,0.061315517
160,600588.XSHG,18.0996,4.5411,13421610387,1.7437,3.5984,19871253243,0.111,2236905267,2202500934,2012/1/31,0.130698605
161,600606.XSHG,12.9859,1.1108,2329972210,2.4812,6.0919,5896376095,0.244,460443503.4,418360901.3,2012/1/31,0.11864285
162,600637.XSHG,28.4115,4.9643,12852514306,1.6403,2.8202,10240094449,0.0582,958604391.7,696579597.1,2012/1/31,0.459275796
163,600649.XSHG,10.5976,1.1488,14294150987,3.6153,7.4505,26669798964,0.39,2687870142,2124823091,2012/1/31,0.05788247
164,600660.XSHG,13.7907,2.7385,17065443549,10.3551,19.9104,23988384317,0.58,7101029788,5811567161,2012/1/31,0.032873824
165,600663.XSHG,28.0819,2.0124,21851902800,4.47,9.5896,32806301987,0.5436,3239719786,2030707273,2012/1/31,0.031632873
166,600674.XSHG,30.3615,1.7549,10905855082,3.6003,6.2869,17771990585,0.3957,884145019.5,729367357.9,2012/1/31,0.045327684
167,600682.XSHG,26.8352,2.2669,2529751096,1.8545,4.9955,4729482908,0.15,1291117570,1209182044,2012/1/31,0.154392479
168,600690.XSHG,7.8756,2.9661,24730024643,8.2353,28.3614,51294864925,0.842,56997111693,53935280817,2012/1/31,0.138974156
169,600703.XSHG,11.2295,2.8805,16317355669,9.9348,11.5071,21834129808,0.41,1168932705,828471124.1,2012/1/31,0.153094537
170,600704.XSHG,9.7408,1.6125,5401857518,3.0476,13.0462,24607681883,0.6226,26189090447,25405061935,2012/1/31,0.180479353
171,600739.XSHG,5.8087,1.963,18873936755,18.1868,23.9468,23803629081,1.4968,6199641829,5651246740,2012/1/31,0.056400931
172,600741.XSHG,7.447,1.5406,25522017729,10.5662,14.9581,43056365380,0.887,39480242543,36112670431,2012/1/31,0.06477937
173,600795.XSHG,8.7642,1.5576,42642960534,1.6977,8.01,1.65E+11,0.135,36896874822,34994940058,2012/1/31,-0.003588187
174,600804.XSHG,45.1573,2.0755,7335048374,3.3668,4.3757,11234631133,0.11,1599996294,1415040309,2012/1/31,0.197094065
175,600816.XSHG,22.7421,13.7062,6766235692,13.6671,26.6457,7694488846,0.2208,230793022.5,99589155.51,2012/1/31,0.144971476
176,600820.XSHG,12.1804,1.2098,5860835563,1.4962,6.8388,22326242105,0.42,11686034964,11699175155,2012/1/31,0.040073519
177,600827.XSHG,11.8659,1.8835,20687173982,4.5488,11.5327,46335054009,0.682,35316872229,33780355630,2012/1/31,0.075771557
178,600837.XSHG,27.2975,1.5393,68784585065,2.6702,6.1132,1.18E+11,0.33,6949525753,3248396931,2012/1/31,0.071776636
179,600886.XSHG,1031.9186,1.267,14539637056,0.6709,3.6376,1.06E+11,0.1673,17440612505,16477615714,2012/1/31,0.009674427
180,600887.XSHG,11.5007,5.4245,32676314020,8.1924,28.78,42116543976,0.89,29200622976,27985858038,2012/1/31,0.124754453
181,600893.XSHG,47.5194,3.6761,14687447221,2.089,4.684,19922707041,0.17,4789308666,4576401165,2012/1/31,0.134273251
182,600895.XSHG,23.9733,1.7345,10918261328,0.3192,0.5995,23765895967,0.02,815230379.6,796830833.7,2012/1/31,0.120554202
183,600900.XSHG,14.9252,1.5692,1.07E+11,3.9727,9.555,1.96E+11,0.3835,15839292168,9653406378,2012/1/31,0.006162695
184,600999.XSHG,64.7927,2.1217,51039043128,2.2818,7.6612,93862728401,0.3984,4245004307,1881393282,2012/1/31,0.098634868
185,601006.XSHG,8.8148,1.822,1.14E+11,9.4583,15.7744,1.38E+11,0.62,33270504198,22597383300,2012/1/31,-0.010389703
186,601009.XSHG,6.9817,1.3285,28709583986,0.9729,11.9318,2.66E+11,0.79,5269932544,2426120717,2012/1/31,-0.001035264
187,601018.XSHG,11.5968,1.2674,31744000000,5.6282,7.9737,43998858000,0.15,5144634000,3449556000,2012/1/31,0.084690102
188,601099.XSHG,94.9259,4.9173,10402928375,2.1634,6.0429,14750807245,0.081,550442270.9,373939873.7,2012/1/31,0.056347869
189,601117.XSHG,9.4954,1.9147,29154030000,3.7964,9.998,59940141954,0.28,28584012574,26807593038,2012/1/31,0.140440087
190,601118.XSHG,30.6054,3.1951,29051358124,5.7621,8.2074,36685164084,0.1807,7360835425,6527634484,2012/1/31,0.094718149
191,601166.XSHG,4.6015,1.3003,1.50E+11,0.9557,18.8962,2.11E+12,1.74,41087000000,16439000000,2012/1/31,0.032465346
192,601169.XSHG,5.6152,1.2357,62275618810,0.9743,17.1367,8.71E+11,1.25,15008708000,5019552000,2012/1/31,0.071010787
193,601216.XSHG,14.7422,1.9792,9907200000,8.2737,14.9585,14498890327,0.7833,2841228959,2315399963,2012/1/31,0.145418479
194,601377.XSHG,288.1028,2.9479,24046000000,1.9521,4.8766,40650559463,0.1862,1792924631,1124455503,2012/1/31,0.032022565
195,601555.XSHG,-119.8944,1.8345,13520000000,1.2856,5.3312,10615087404,0.15,921942200.5,627181924.5,2012/1/31,0.224848332
196,601668.XSHG,5.1643,1.0336,92100000000,3.1068,11.8265,4.55E+11,0.32,3.47E+11,3.30E+11,2012/1/31,0.065128848
197,601669.XSHG,9.1405,1.4508,39552000000,2.07,13.783,1.28E+11,0.39,77604834367,74273976692,2012/1/31,0.087376203
198,601688.XSHG,324.3696,1.5563,46648000000,1.3766,4.0387,1.04E+11,0.24,4341811673,2543546408,2012/1/31,0.078036671
199,601718.XSHG,17.8121,1.3963,12998090000,3.7272,6.0091,20272885892,0.14,18430800882,17815103873,2012/1/31,0.077143927
200,601788.XSHG,40.9905,1.7271,36435880000,2.6056,6.1963,67228677314,0.4,3519945983,1792572625,2012/1/31,0.135093626
201,601818.XSHG,5.196,1.2655,1.21E+11,0.8972,16.4154,1.69E+12,0.35,33864644000,14974219000,2012/1/31,0.026671755
202,601872.XSHG,-37.1951,1.1528,10815202689,1.2247,2.0814,18475058762,0.0583,2065380266,1918890905,2012/1/31,0.038094892
203,601877.XSHG,13.4025,2.9418,13537350000,9.4408,14.2841,18708165641,0.62,7210108467,6312990307,2012/1/31,0.128438049
